x,y,name,color
0.0018149337171706674,-0.011505193314818623,Ocean's Twelve,0
0.0020645444845896694,-0.005294489029129919,Contact,0
0.003059876416394584,-0.0126263693071556,Pearl Harbor,0
0.004883068530559987,-0.020706079316253265,The Painted Veil,0
0.0031779962961305647,-0.009774074485155491,Mamma Mia!,0
0.004151255416440486,-0.021660737706440468,Days of Being Wild,0
0.003158053958436766,-0.015663754753037922,The Guard,0
0.003500980330463759,-0.02462002728157531,The Nightmare Before Christmas,0
0.002520323046528863,-0.017347097331729545,Gate Keepers 21,0
0.002761285282161264,-0.018313529440509898,Evangelion: 2.0 You Can (Not) Advance,0
0.0037500076662509998,-0.023874413503407767,Prince of Persia: The Sands of Time,0
0.0008999025656601028,-0.012449758825435293,Brian Drummond,0
0.003526171199258948,-0.0026051311495134143,"Paris, je t'aime",0
0.002477307104158706,-0.009473728112789969,Alexander,0
0.003718170792540172,-0.018299508906280824,Live and Let Die,0
0.003699713631298555,-0.019807848214191986,The Golden Compass,0
0.00165807571183531,-0.013391805441543628,Reversal of Fortune,0
0.0026300216061753675,-0.018109734698892946,Never Say Never Again,0
0.004085437399474918,-0.015627823977289682,The Pianist,0
0.003456199566959314,-0.02734063755099276,Percy Jackson & the Olympians: The Lightning Thief,0
0.004938515318570641,-0.018395499541752066,"Crouching Tiger, Hidden Dragon",0
0.0026871926388392442,-0.018008763203172205,The Prince of Egypt,0
0.004598185546819355,-0.018927551312087433,From Russia with Love,0
0.0045640340736498265,-0.016842311062431926,"Good Night, and Good Luck",0
0.004201744668281797,-0.014680037822258815,Salmon Fishing in the Yemen,0
0.005780454180415804,-0.011318343191257919,Training Day,0
0.002134955570333371,-0.009725069686431989,Click,0
0.0037078136355406317,-0.022185846953815935,The Kids Are All Right,0
0.0025827089289908,-0.01327672589790281,Pineapple Express,0
0.002981994660267328,-0.022272823670197027,The Hangover Part II,0
0.0022035246178643358,-0.014574737199293761,Lords of Dogtown,0
0.002116586316386658,-0.01364584909478329,Frankenweenie,0
0.000987959852733659,-0.009053598659924446,MASH,0
0.0019093219224705668,-0.01292437380768491,Seabiscuit,0
0.0026393420616914894,-0.019939477297124763,I Now Pronounce You Chuck and Larry,0
0.0030821918910840813,-0.013119100544925679,Taxi Driver,0
0.004534132038015782,-0.01526536260792322,The Maltese Falcon,0
0.004015298769038565,-0.02248843612916572,For Your Eyes Only,0
0.0016526482221862024,-0.014197783787379192,Godzilla,0
